trial,filter,tagp_total_deg,tagp_heading_deg,tagp_inclination_deg,zero_shot_total_deg
25_disturbed_tapping_B.hdf5,Madgwick,2.6713069951356467,1.1810436452518516,2.3960834051674453,
25_disturbed_tapping_B.hdf5,MEKF,1.8357274290425376,1.4323221620023097,1.1482282811079845,
25_disturbed_tapping_B.hdf5,ARBITER,7.100211185432369,5.977923727153229,3.835623563492744,
25_disturbed_tapping_B.hdf5,VQF,1.2425131574052786,1.1821936447339445,0.3824395322515938,
26_disturbed_phone_vibration_A.hdf5,Complementary,3.3711762620746533,2.4203810529108285,2.3467587327241852,
26_disturbed_phone_vibration_A.hdf5,Mahony,3.152487516765226,2.8617259555092667,1.3224986191059374,
26_disturbed_phone_vibration_A.hdf5,Madgwick,4.702879432900864,4.299746689698813,1.9054662265799533,
26_disturbed_phone_vibration_A.hdf5,MEKF,1.621158807973197,1.020505151171782,1.2596694005278473,
26_disturbed_phone_vibration_A.hdf5,ARBITER,1.8307420140273543,0.9464323416354545,1.5671378116273011,
26_disturbed_phone_vibration_A.hdf5,VQF,2.7058172578564643,2.6470120846600653,0.5610964425706423,
27_disturbed_phone_vibration_B.hdf5,Complementary,4.20864257316129,2.1371532612309627,3.625828715747506,
27_disturbed_phone_vibration_B.hdf5,Mahony,5.59779505785937,5.045333370788376,2.425603877931995,
27_disturbed_phone_vibration_B.hdf5,Madgwick,8.83523292984095,8.708166002752337,1.4944664381938357,
27_disturbed_phone_vibration_B.hdf5,MEKF,2.5361970381871584,2.065935186264048,1.4711767383659569,
27_disturbed_phone_vibration_B.hdf5,ARBITER,4.541801504905064,4.285444158933486,1.5048074560542968,
27_disturbed_phone_vibration_B.hdf5,VQF,4.604511692038278,4.589614438759918,0.37019666243217897,
28_disturbed_stationary_magnet_A.hdf5,Complementary,7.47867982863999,6.67160429309588,3.380860370828026,
28_disturbed_stationary_magnet_A.hdf5,Mahony,8.761978281498823,6.957869960427806,5.32876638073585,
28_disturbed_stationary_magnet_A.hdf5,Madgwick,10.024665546336042,9.43664025974714,3.3862804494557324,
28_disturbed_stationary_magnet_A.hdf5,MEKF,8.143831520691508,7.421689096303818,3.3559648791939707,
28_disturbed_stationary_magnet_A.hdf5,ARBITER,9.83836810566825,6.856515916420041,7.064106102894646,
28_disturbed_stationary_magnet_A.hdf5,VQF,5.865970573598004,5.740824980468901,1.20568448293837,
29_disturbed_stationary_magnet_B.hdf5,Complementary,11.908407260351515,10.988538160218889,4.597177134455102,
29_disturbed_stationary_magnet_B.hdf5,Mahony,14.037128000835514,12.289061839353899,6.796768503931074,
29_disturbed_stationary_magnet_B.hdf5,Madgwick,10.72425236265521,10.193420451123554,3.3380770464962044,
29_disturbed_stationary_magnet_B.hdf5,MEKF,14.24481365317154,13.170928196252152,5.443502205061308,
